split,image,applied
train,Pedestrian_crossing_463_jpg.rf.ef2ccc09c4ca59a318df2dfe91071253.jpg,small_distance_0.64|glare_severe
train,Pedestrian_crossing_464_jpg.rf.20d8fc6bb490d61c31651305c89f368b.jpg,small_distance_0.56|glare_severe
train,Pedestrian_crossing_465_jpg.rf.97350afb3a1fb8224ff4ece3415ec2f0.jpg,glare_severe
train,Pedestrian_crossing_467_jpg.rf.0c6a9f8b66ad21b9826077950511fd48.jpg,rain_moderate
train,Pedestrian_crossing_471_jpg.rf.d1c32975416497df6d2af66185cb0bbe.jpg,clean
train,Pedestrian_crossing_475_jpg.rf.a0a2d553177d2dee4bc0115f5d3da86d.jpg,occlusion_moderate
train,Pedestrian_crossing_476_jpg.rf.1bef37e7c643a559adf0274a2b89c359.jpg,small_distance_0.84
train,Pedestrian_crossing_477_jpg.rf.b6ec3c2c4157203aab78fc5abd58a23b.jpg,small_distance_0.65|occlusion_mild
train,Pedestrian_crossing_47_jpg.rf.82122f2a72d1cdafc2e2b9a9bed3fde3.jpg,small_distance_0.80|low_light_severe
train,Pedestrian_crossing_481_jpg.rf.c9aa395e25a526c915312a2086c5cbc6.jpg,small_distance_0.69|blur_moderate
train,Pedestrian_crossing_482_jpg.rf.8f5db794aa0128ed5f6174d7efe1dc20.jpg,small_distance_0.60|rain_moderate
train,Pedestrian_crossing_484_jpg.rf.74b15d2bcd5a420591fadf1a566ee1f8.jpg,clean
train,Pedestrian_crossing_485_jpg.rf.1a301bd3b4ab8792faa9f7b19acd9e52.jpg,glare_mild
train,Pedestrian_crossing_487_jpg.rf.362cb3668235873d5dc4a8e16008291d.jpg,clean
train,Pedestrian_crossing_488_jpg.rf.378f67e4f5d64ea0840fc05e03a2ed18.jpg,small_distance_0.77|rain_severe
train,Pedestrian_crossing_48_jpg.rf.0fad5656fa8d637a287d8665c164810b.jpg,blur_mild
train,Pedestrian_crossing_490_jpg.rf.5ad9da76843d9379516db018ec4796a4.jpg,rain_mild
train,Pedestrian_crossing_491_jpg.rf.a4cf38e5658e8f72936d615df2ee61a5.jpg,blur_mild
train,Pedestrian_crossing_492_jpg.rf.d2b3b9fd6536240085ffa01c93b5576c.jpg,occlusion_severe
train,Pedestrian_crossing_493_jpg.rf.cb779ffe265c567d1d0e8a4efbf6d418.jpg,glare_moderate
train,Pedestrian_crossing_494_jpg.rf.2642f7ea5752c982e33fa0c393ff655f.jpg,small_distance_0.68|blur_moderate
train,Pedestrian_crossing_495_jpg.rf.3bfdac7ee4e0a806ae8abf6032fabfaa.jpg,clean
train,Pedestrian_crossing_497_jpg.rf.573dac83e455612424a70c635e59ebf4.jpg,blur_mild
train,Pedestrian_crossing_498_jpg.rf.4eef01b4e41bd1c4516a9585f45ceaf4.jpg,small_distance_0.57|rain_moderate
train,Pedestrian_crossing_49_jpg.rf.d828585412238a6eefed049cd475119d.jpg,clean
train,Pedestrian_crossing_4_jpg.rf.41e60d676513fa35da532175b7a5de2a.jpg,small_distance_0.61
train,Pedestrian_crossing_500_jpg.rf.257e316105dc67aa35db21a860bdfbb2.jpg,blur_severe
train,Pedestrian_crossing_501_jpg.rf.7752e579c0c7e3bebfd375bf40a804cc.jpg,small_distance_0.72
train,Pedestrian_crossing_502_jpg.rf.b285ad4e24d8ad2008a24fd5d4c84ed4.jpg,small_distance_0.77|low_light_severe
train,Pedestrian_crossing_503_jpg.rf.71bb9e8fd7525633247694bf9439a0e1.jpg,fog_mild
train,Pedestrian_crossing_504_jpg.rf.ecdd01d7181c5cd40c8b8e8f424d368c.jpg,blur_mild
train,Pedestrian_crossing_507_jpg.rf.91a6db0309de376fefc6bae3927df0c0.jpg,blur_severe
train,Pedestrian_crossing_50_jpg.rf.7666e0af98b7ed13dcf7ba4184500501.jpg,clean
train,Pedestrian_crossing_510_jpg.rf.ceaa7c406c39c57c2f7aa8f79fa45280.jpg,glare_mild
train,Pedestrian_crossing_512_jpg.rf.fbaae5ed6ed7e8648c731872c4ba8ca9.jpg,small_distance_0.71|occlusion_moderate
train,Pedestrian_crossing_514_jpg.rf.7e7ef53c9b92d88e484d1af27d87f705.jpg,occlusion_mild
train,Pedestrian_crossing_516_jpg.rf.c3f859ff3939c2dc7daf60881ced1631.jpg,small_distance_0.61|fog_severe
train,Pedestrian_crossing_517_jpg.rf.173fa8bd8db091801db3cfc78f39578f.jpg,clean
train,Pedestrian_crossing_519_jpg.rf.e5660d028b5eee1fd849841b9a341f9f.jpg,glare_mild
train,Pedestrian_crossing_521_jpg.rf.d092f2da1f152c083a347759cd1bc09b.jpg,low_light_mild
train,Pedestrian_crossing_522_jpg.rf.ff53d68269e5dd823947a4f6404fa930.jpg,small_distance_0.63
train,Pedestrian_crossing_523_jpg.rf.b73acf704f72f16c9d4e9ddf07437c5f.jpg,small_distance_0.84|occlusion_mild
train,Pedestrian_crossing_525_jpg.rf.109805581e40c57e819a4d087a3003ba.jpg,occlusion_severe
train,Pedestrian_crossing_527_jpg.rf.310986d2f34e6951248bc787e97754a6.jpg,clean
train,Pedestrian_crossing_528_jpg.rf.1aa500a0d700162f0fe440042e0e7ae7.jpg,small_distance_0.78|glare_moderate
train,Pedestrian_crossing_530_jpg.rf.e2f0b4344adbb751259082ff3e27eed0.jpg,blur_mild
train,Pedestrian_crossing_532_jpg.rf.b4c35fec52610030f41ec60e1b23b644.jpg,blur_severe
train,Pedestrian_crossing_533_jpg.rf.c946a74ef6972bc4ab4fe8e151daceb4.jpg,low_light_moderate
train,Pedestrian_crossing_534_jpg.rf.a57fda261f1ca2ca33b4f0af024db4dd.jpg,small_distance_0.62|low_light_mild
train,Pedestrian_crossing_535_jpg.rf.c3f5f0ca238fb2f2fcb1b6221d60552c.jpg,small_distance_0.56|blur_severe
train,Pedestrian_crossing_536_jpg.rf.e454ad10093fd60ae539bfe4c42d280a.jpg,small_distance_0.82
train,Pedestrian_crossing_538_jpg.rf.7d4bb977b620f0b4a5a75f1a1d67277b.jpg,small_distance_0.79|rain_mild
train,Pedestrian_crossing_53_jpg.rf.309e722024cb5ff431ea2cea43e9dbd2.jpg,fog_severe
train,Pedestrian_crossing_540_jpg.rf.099bf98974d2b8e54aeed82decb6c4a9.jpg,blur_severe
train,Pedestrian_crossing_541_jpg.rf.b821292fd70a8db1b8da56149ced69e8.jpg,rain_moderate
train,Pedestrian_crossing_542_jpg.rf.25d0184c3b3cbac162ef1cc47d13adc8.jpg,blur_severe
train,Pedestrian_crossing_543_jpg.rf.7a432efbe887e214bf3967468ca9da7c.jpg,clean
train,Pedestrian_crossing_544_jpg.rf.df2c1d674f0b7f86d76b0c63ea4e136a.jpg,small_distance_0.84|blur_severe
train,Pedestrian_crossing_545_jpg.rf.e12b85d5cb32d12551ee64d4846486dc.jpg,clean
train,Pedestrian_crossing_546_jpg.rf.f1dab8c2436cdfd825c0cf41372fec55.jpg,occlusion_severe
train,Pedestrian_crossing_547_jpg.rf.d0d07fb5bd182ee06640507e6c859a58.jpg,clean
train,Pedestrian_crossing_548_jpg.rf.79775e2703bce6be7929c452d739dd62.jpg,small_distance_0.74|rain_moderate
train,Pedestrian_crossing_549_jpg.rf.3baafffd9f74fad799926b13b2342d1f.jpg,small_distance_0.63|glare_mild
train,Pedestrian_crossing_54_jpg.rf.0eaf47fa69e1f303aa7b1b92768a60b4.jpg,glare_moderate
train,Pedestrian_crossing_550_jpg.rf.47afd2e84f8d618afaa18af122e234c7.jpg,small_distance_0.69|glare_mild
train,Pedestrian_crossing_551_jpg.rf.8e581b42cc3c5511ce5cfb0f67aa7396.jpg,low_light_moderate
train,Pedestrian_crossing_552_jpg.rf.b857e2b4191acaa2a28a7d24ed4e1d4f.jpg,fog_mild
train,Pedestrian_crossing_553_jpg.rf.fa6b2ce0a37be96557be1c819a441877.jpg,small_distance_0.82
train,Pedestrian_crossing_554_jpg.rf.286d72d2ab4017cf0627155ff5280252.jpg,rain_mild
train,Pedestrian_crossing_555_jpg.rf.4e6121889fb60371dd671c8d9c921d42.jpg,occlusion_moderate
train,Pedestrian_crossing_556_jpg.rf.b624d0819589a6a717350d66a30b9834.jpg,small_distance_0.71|blur_severe
train,Pedestrian_crossing_557_jpg.rf.011dda28b543b577d288619144690222.jpg,small_distance_0.67|blur_severe
train,Pedestrian_crossing_558_jpg.rf.1bfd6d425803c281f6460105f038fd0a.jpg,blur_moderate
train,Pedestrian_crossing_559_jpg.rf.8b0ec5d249bc3af8b8fed0ede2b7b577.jpg,small_distance_0.74|blur_mild
train,Pedestrian_crossing_57_jpg.rf.4d4fea3cb920de22659e5d595dfc6fee.jpg,clean
train,Pedestrian_crossing_58_jpg.rf.21ebe81a147ea1a655669cc0dafd5c23.jpg,rain_moderate
train,Pedestrian_crossing_59_jpg.rf.c132f56781072c66b01cd0fb633f427b.jpg,clean
train,Pedestrian_crossing_60_jpg.rf.f65ec78fece922f3bf462b1e6246c76e.jpg,glare_mild
train,Pedestrian_crossing_61_jpg.rf.5c065396cacc59a295faddcc60ab7cff.jpg,small_distance_0.71|low_light_mild
train,Pedestrian_crossing_63_jpg.rf.6b8b21b35d0aef416413ad8f314db405.jpg,small_distance_0.56|blur_severe
train,Pedestrian_crossing_64_jpg.rf.da96d6f9ccd9bbfa72732ebbe062d0b5.jpg,blur_mild
train,Pedestrian_crossing_65_jpg.rf.e4456c10f01d68b2ccf3b306fd8a463b.jpg,small_distance_0.68|occlusion_moderate
train,Pedestrian_crossing_66_jpg.rf.bedcad906c3ba05ef754ab51357cb24d.jpg,small_distance_0.81|occlusion_mild
train,Pedestrian_crossing_67_jpg.rf.80e8b9e365234e8cd5efa329b6469581.jpg,clean
train,Pedestrian_crossing_68_jpg.rf.2b136c156a891c46d56421abdda134e5.jpg,small_distance_0.84|blur_severe
train,Pedestrian_crossing_69_jpg.rf.5d6b66073b4b3fc39ab4e69745eb7b56.jpg,small_distance_0.66
train,Pedestrian_crossing_70_jpg.rf.42145a7f76f3a7bf0c080c3be8fb935c.jpg,small_distance_0.56|glare_severe
train,Pedestrian_crossing_71_jpg.rf.d08b0925b2a6c5f828ede3f65aaac9ef.jpg,small_distance_0.60|occlusion_severe
train,Pedestrian_crossing_72_jpg.rf.3275b8cd4d238cb2f0b16e19bdba5f9a.jpg,small_distance_0.80|blur_moderate
train,Pedestrian_crossing_78_jpg.rf.385adde46c83c4229a95e2ac98ed2eb5.jpg,fog_severe
train,Pedestrian_crossing_79_jpg.rf.e6ad715a55db157c2645a59923fe8afb.jpg,clean
train,Pedestrian_crossing_81_jpg.rf.734e6a76d7aedb0ce5c18c6cb81ed0ba.jpg,clean
train,Pedestrian_crossing_82_jpg.rf.0e734a4317c304ef3b65bc0e134130bb.jpg,rain_moderate
train,Pedestrian_crossing_83_jpg.rf.4be38bf11afb6eb51bec35e8603dbc72.jpg,clean
train,Pedestrian_crossing_84_jpg.rf.ec302da43904d0ca2c38afeb73537a23.jpg,clean
train,Pedestrian_crossing_86_jpg.rf.e593b2c60bca1ed92cc261fa4d76f9fc.jpg,small_distance_0.68|rain_mild
train,Pedestrian_crossing_87_jpg.rf.da0713ec55527f23601e10e979161859.jpg,small_distance_0.59
train,Pedestrian_crossing_88_jpg.rf.5197bca26c86431c2abde87abb821263.jpg,glare_severe
train,Pedestrian_crossing_89_jpg.rf.7f51d240d6cc5089cf3a861139e8e2ec.jpg,occlusion_moderate
train,Pedestrian_crossing_91_jpg.rf.110d72fe2932b5141cc60fb0cc5de7d3.jpg,small_distance_0.83
train,Pedestrian_crossing_92_jpg.rf.86a31b6c2912bc6832079b4040d1cffd.jpg,low_light_severe
train,Pedestrian_crossing_93_jpg.rf.2cdba74a5475f9fe7fe8fa3da4eb362f.jpg,rain_moderate
train,Pedestrian_crossing_94_jpg.rf.a4f4bdfa7370b3971e7006c0832bff41.jpg,small_distance_0.76|occlusion_severe
train,Pedestrian_crossing_97_jpg.rf.9423813aa4aa83204188973670d28883.jpg,small_distance_0.58|rain_mild
train,Pedestrian_entry_to_rail_station_0_jpg.rf.6d833423d6034ddcbbecc19c63272772.jpg,rain_mild
train,Pedestrian_entry_to_rail_station_12_jpg.rf.a38522fc53a4c157c2079209e04c28c0.jpg,small_distance_0.65
train,Pedestrian_entry_to_rail_station_13_jpg.rf.3895b91cecc5d0e2dc2e7a4af8ef2f47.jpg,clean
train,Pedestrian_entry_to_rail_station_14_jpg.rf.31c3edbf15ba576d8dec88542e3b842e.jpg,small_distance_0.59
train,Pedestrian_entry_to_rail_station_15_jpg.rf.cadc9cbbdd9e24fde5b1e6c84f67f034.jpg,clean
train,Pedestrian_entry_to_rail_station_16_jpg.rf.786ca72de8cf7e18c5d60d3b33618a8f.jpg,small_distance_0.80|rain_mild
train,Pedestrian_entry_to_rail_station_17_jpg.rf.008e92f1a55b901b666aa04404031628.jpg,glare_severe
train,Pedestrian_entry_to_rail_station_18_jpg.rf.8f90bdb35ee4bb2c014e0aaa2b30accd.jpg,small_distance_0.84|occlusion_mild
train,Pedestrian_entry_to_rail_station_20_jpg.rf.a6f4f76516c2bbe7516305249e0c4337.jpg,low_light_mild
train,Pedestrian_entry_to_rail_station_21_jpg.rf.21bd5a9daea2c758b75961b3e69f61ac.jpg,small_distance_0.66|blur_mild
train,Pedestrian_entry_to_rail_station_22_jpg.rf.abeedc3f800d2ba585cd261048b4ef58.jpg,clean
train,Pedestrian_entry_to_rail_station_25_jpg.rf.4f941cdecc2db48232a86078c99ceb53.jpg,small_distance_0.60|occlusion_severe
train,Pedestrian_entry_to_rail_station_26_jpg.rf.393a4a51ec55fb1712b339b4fbbee329.jpg,glare_severe
train,Pedestrian_entry_to_rail_station_28_jpg.rf.3718bd8bb52f76e23d190031c0396da2.jpg,small_distance_0.78|fog_mild
train,Pedestrian_entry_to_rail_station_29_jpg.rf.5be50fb22bf8c4595c08a900c7293b4e.jpg,small_distance_0.81|rain_severe
train,Pedestrian_entry_to_rail_station_30_jpg.rf.40d3dfdda3ba492e080835a4d56c6d98.jpg,small_distance_0.67|glare_severe
train,Pedestrian_entry_to_rail_station_31_jpg.rf.354b5e35591071bcea3853f6120b541c.jpg,low_light_severe
train,Pedestrian_entry_to_rail_station_32_jpg.rf.0b13d26813ee52468da12877b1402ffe.jpg,small_distance_0.62
train,Pedestrian_entry_to_rail_station_33_jpg.rf.6fc7b96237252f7618158a345fb2cd35.jpg,small_distance_0.58|rain_severe
train,Pedestrian_entry_to_rail_station_35_jpg.rf.f00508131820770978069e3654f5fdce.jpg,small_distance_0.74|rain_severe
train,Pedestrian_entry_to_rail_station_36_jpg.rf.956394aafa3591a8e6ef10e74af369c4.jpg,blur_severe
train,Pedestrian_entry_to_rail_station_37_jpg.rf.814680b67ac37f74ddd787ae5026f4e2.jpg,occlusion_moderate
train,Pedestrian_entry_to_rail_station_39_jpg.rf.3a5742586884e70b54fe6e8f20747f93.jpg,fog_severe
train,Pedestrian_entry_to_rail_station_3_jpg.rf.0b8e74d1a2e4a9cbc60f7a601be84dc9.jpg,blur_mild
train,Pedestrian_entry_to_rail_station_4_jpg.rf.6b76afb2405f63d9d7950aae0820028c.jpg,clean
train,Pedestrian_entry_to_rail_station_6_jpg.rf.dfc33829425fa2aa1be661fa8418aff0.jpg,small_distance_0.62|blur_mild
train,Pedestrian_entry_to_rail_station_7_jpg.rf.0e719f6d582653b6b6d50084b3fe138e.jpg,small_distance_0.55
train,Pedestrian_entry_to_rail_station_8_jpg.rf.c4231a6f2c239b45263b2c3128a8ab0a.jpg,small_distance_0.61
train,Pedestrian_entry_to_rail_station_9_jpg.rf.62236651b251fcbbb33d4678ba518fee.jpg,small_distance_0.58|blur_severe
train,Pedestrian_forbidden_0_jpg.rf.635f1cdc3795bdf47d037bf177107198.jpg,blur_moderate
train,Pedestrian_forbidden_10_jpg.rf.73e4c1f5ec5fca28b313fdc41c93e6d7.jpg,small_distance_0.64
train,Pedestrian_forbidden_11_jpg.rf.529592e42d38ef2342e4b6f5b258d975.jpg,clean
train,Pedestrian_forbidden_12_jpg.rf.5b2951ec1c533ac32b0861cb4cd1260e.jpg,glare_severe
train,Pedestrian_forbidden_13_jpg.rf.1e4345ed51e750c4a3d21ecf94eddb2d.jpg,occlusion_mild
train,Pedestrian_forbidden_14_jpg.rf.c7a3efdee961640575724d09101f738a.jpg,small_distance_0.82|low_light_mild
train,Pedestrian_forbidden_15_jpg.rf.6bfbf9eeb6b566a6c495017559f49b23.jpg,small_distance_0.79|blur_moderate
train,Pedestrian_forbidden_16_jpg.rf.1b75131b3062ea0d20b56db3daf0e691.jpg,small_distance_0.75|occlusion_mild
train,Pedestrian_forbidden_18_jpg.rf.6f7a8314016406460d6058fcbe480cab.jpg,rain_severe
train,Pedestrian_forbidden_1_jpg.rf.7a97bac03c8e26fbc0d7ced05b79430e.jpg,clean
train,Pedestrian_forbidden_20_jpg.rf.467ce59cfd2c9bdd1278c277a276f489.jpg,small_distance_0.84|occlusion_severe
train,Pedestrian_forbidden_21_jpg.rf.f08b7e6d6566839c56b7383a3735026b.jpg,clean
train,Pedestrian_forbidden_23_jpg.rf.d401e2af564aaa993cecac168eaf3a6a.jpg,small_distance_0.79|fog_severe
train,Pedestrian_forbidden_25_jpg.rf.38002f0e2e716f73671370d27e4460ef.jpg,occlusion_severe
train,Pedestrian_forbidden_27_jpg.rf.a2e5895358616b2b1855b81019aa5941.jpg,low_light_severe
train,Pedestrian_forbidden_28_jpg.rf.12aa803e14762a5c79de2cbb02cdf00b.jpg,small_distance_0.60|glare_mild
train,Pedestrian_forbidden_29_jpg.rf.d3408cc02c2442a8c03f434fb38d74ea.jpg,fog_severe
train,Pedestrian_forbidden_2_jpg.rf.57612b920c5d525536e40c4b6c6a9646.jpg,clean
train,Pedestrian_forbidden_30_jpg.rf.b822a5c57c1dec65a39781f61cf4207e.jpg,glare_moderate
train,Pedestrian_forbidden_31_jpg.rf.4aa6feb2acaa250058e21804e99e1623.jpg,small_distance_0.64|low_light_moderate
train,Pedestrian_forbidden_32_jpg.rf.e2e39214905b47356402f0b50cd6b000.jpg,occlusion_moderate
train,Pedestrian_forbidden_33_jpg.rf.2b0ea20af65ba57bcb626706e27e6620.jpg,small_distance_0.69|glare_severe
train,Pedestrian_forbidden_35_jpg.rf.bbb29e527c543a7c1c2832c551411e2e.jpg,clean
train,Pedestrian_forbidden_36_jpg.rf.3c2033c6184db0ad68b658fa01e72ff9.jpg,fog_moderate
train,Pedestrian_forbidden_37_jpg.rf.582cb863d0ca51acfcb85a0a0e601fde.jpg,clean
train,Pedestrian_forbidden_38_jpg.rf.3884cf6370a9a1d80d1dbffccb3706a3.jpg,fog_severe
train,Pedestrian_forbidden_39_jpg.rf.748d74bb400f9b4cbe95ddfd68faf2b0.jpg,clean
train,Pedestrian_forbidden_3_jpg.rf.c755671404adf57a11d0bebfd582206f.jpg,low_light_moderate
train,Pedestrian_forbidden_40_jpg.rf.7498065130386bdb115753ee810c99c6.jpg,small_distance_0.81|low_light_severe
train,Pedestrian_forbidden_41_jpg.rf.6b3d32c78f0d99fb0189be74c45cdfa4.jpg,small_distance_0.79|low_light_mild
train,Pedestrian_forbidden_42_jpg.rf.b076d38ec598e865602ae452b6761629.jpg,small_distance_0.58|low_light_moderate
train,Pedestrian_forbidden_43_jpg.rf.719492bf222c5a7594fea2fdfcf3abe0.jpg,glare_severe
train,Pedestrian_forbidden_44_jpg.rf.8313ee7ee4057dc65018930d498297c6.jpg,small_distance_0.69|glare_mild
train,Pedestrian_forbidden_45_jpg.rf.dac806d8bd4eba664823d2e2abda762d.jpg,small_distance_0.77
train,Pedestrian_forbidden_46_jpg.rf.fd6f53466523fed4d1237b2dec432d33.jpg,clean
train,Pedestrian_forbidden_47_jpg.rf.37ce11a93c993826be94175346063786.jpg,small_distance_0.65|low_light_moderate
train,Pedestrian_forbidden_48_jpg.rf.39f30420ebc1a588aaedcdc2d54b5b14.jpg,small_distance_0.77|glare_mild
train,Pedestrian_forbidden_49_jpg.rf.9aa9e40adee6d3b378563336cde49971.jpg,clean
train,Pedestrian_forbidden_50_jpg.rf.7ac6493f592b820f86272e1bb3e11b98.jpg,small_distance_0.61|low_light_moderate
train,Pedestrian_forbidden_52_jpg.rf.464ce23a151ca1755e6fa95984741b19.jpg,small_distance_0.79
train,Pedestrian_forbidden_54_jpg.rf.1481962b41d8aa9e5cea8fe424217357.jpg,rain_mild
train,Pedestrian_forbidden_55_jpg.rf.8b6c57911d45b16c3cee9b844d683b58.jpg,fog_moderate
train,Pedestrian_forbidden_56_jpg.rf.92e12de69fb8e1aaa149de2998b7260b.jpg,blur_moderate
train,Pedestrian_forbidden_57_jpg.rf.f378e3a5bd10ac3c62c194405a70ddc5.jpg,occlusion_moderate
train,Pedestrian_forbidden_59_jpg.rf.0375490fa19cd8b7147a7b0b9c938632.jpg,occlusion_moderate
train,Pedestrian_forbidden_5_jpg.rf.1c93e643472b1b753dccffaeee27d87b.jpg,small_distance_0.57
train,Pedestrian_forbidden_60_jpg.rf.d9bcae8d66be937a84f5ebea2b40e2cc.jpg,clean
train,Pedestrian_forbidden_62_jpg.rf.368da9767097ce0952051815f15d22ab.jpg,small_distance_0.61
train,Pedestrian_forbidden_63_jpg.rf.4e328db5a06fa86907c77d643d4b0c90.jpg,rain_severe
train,Pedestrian_forbidden_64_jpg.rf.55be4437d4919bc70830fe5593fc552e.jpg,clean
train,Pedestrian_forbidden_65_jpg.rf.54b1d9869638a9c3574753711a8dfa85.jpg,clean
train,Pedestrian_forbidden_66_jpg.rf.48ce0c5d241049f4acc4b299e353b00f.jpg,clean
train,Pedestrian_forbidden_70_jpg.rf.7379422f85b8941ed0d67d42bcf3fbf6.jpg,small_distance_0.77|rain_moderate
train,Pedestrian_forbidden_72_jpg.rf.c6c614a008c437178e1868dfa6ecf169.jpg,clean
train,Pedestrian_forbidden_73_jpg.rf.d9d37894b0d137eb8ebbafafbc046c8e.jpg,clean
train,Pedestrian_forbidden_75_jpg.rf.8fdfb74812a1663a29872882c876cc82.jpg,glare_mild
train,Pedestrian_forbidden_77_jpg.rf.c6dc7e845ab91ddc7fffc5de30f1c205.jpg,occlusion_moderate
train,Pedestrian_forbidden_7_jpg.rf.8df6b06b161e41f74c3fc60e56e22262.jpg,small_distance_0.77
train,Pedestrian_forbidden_8_jpg.rf.89a37c0a6ef32d661a3e8e7f9dc6ceba.jpg,clean
train,Pedestrian_forbidden_9_jpg.rf.cc7057d33c8ff11683ab021273c6eabd.jpg,low_light_mild
train,Petrol_pump_1km_ahead_0_jpg.rf.8e91e2ce075a2fc83b950b1cd2c351ab.jpg,small_distance_0.77|occlusion_severe
train,Petrol_pump_1km_ahead_100_jpg.rf.1cc3ee4e91911e6a19fcb0d8f034da63.jpg,rain_moderate
train,Petrol_pump_1km_ahead_101_jpg.rf.ba22177ecf168b0e6a49c804464d4896.jpg,small_distance_0.61|blur_moderate
train,Petrol_pump_1km_ahead_102_jpg.rf.1b8bd03a6bcd421cbc3e2de1a056f46f.jpg,fog_severe
train,Petrol_pump_1km_ahead_103_jpg.rf.d310b20504a4a1ba19801ba552948296.jpg,glare_severe
train,Petrol_pump_1km_ahead_104_jpg.rf.2e691d48c2b388075e1052af6c574ed8.jpg,fog_moderate
train,Petrol_pump_1km_ahead_105_jpg.rf.28fc7661e30e5b4471d11983e186b19f.jpg,fog_mild
train,Petrol_pump_1km_ahead_109_jpg.rf.e3653c6dfe3655b5e17d320c7149d044.jpg,fog_mild
train,Petrol_pump_1km_ahead_110_jpg.rf.c24ef0c75dc1bd57532c5fccb5abd0b0.jpg,glare_moderate
train,Petrol_pump_1km_ahead_111_jpg.rf.29b7f0e36f1337457384152712c3a21b.jpg,small_distance_0.75|occlusion_moderate
train,Petrol_pump_1km_ahead_112_jpg.rf.36afebda2f10c2b65cacb46a61ce49d2.jpg,clean
train,Petrol_pump_1km_ahead_114_jpg.rf.bd36b64d37e7e1bad9aa251815f14830.jpg,blur_mild
train,Petrol_pump_1km_ahead_115_jpg.rf.dfaee791fd4bc7dd24a80d81ff668bee.jpg,small_distance_0.55
train,Petrol_pump_1km_ahead_116_jpg.rf.5f2a5c7c1cbe4717bff67cd21f86b6a2.jpg,small_distance_0.77|low_light_mild
train,Petrol_pump_1km_ahead_117_jpg.rf.5fb7f1357476b9b5108981e0fd576cc1.jpg,blur_severe
train,Petrol_pump_1km_ahead_118_jpg.rf.e3971aafd9f60c5cccafba1be182b9af.jpg,small_distance_0.68|glare_severe
train,Petrol_pump_1km_ahead_120_jpg.rf.b56b621cae3a2f250a7383727930a555.jpg,glare_mild
train,Petrol_pump_1km_ahead_122_jpg.rf.7f5a48c76126f7b54ba19e624ff701c7.jpg,clean
train,Petrol_pump_1km_ahead_124_jpg.rf.f47e9f93dde188fec6801e9dd2e9f229.jpg,clean
train,Petrol_pump_1km_ahead_128_jpg.rf.113d2a484d8ff03c03eeefa8cddb6025.jpg,clean
train,Petrol_pump_1km_ahead_12_jpg.rf.62d31ceb22087b3f52026a9f0ba74ff4.jpg,clean
train,Petrol_pump_1km_ahead_131_jpg.rf.4012530c4fe7049bf9699dd35bd04392.jpg,fog_severe
train,Petrol_pump_1km_ahead_132_jpg.rf.f7fe677baecf182d93cd47902ae0807b.jpg,small_distance_0.80
train,Petrol_pump_1km_ahead_13_jpg.rf.75beb1b02b3de67df0435505c6a45812.jpg,glare_mild
train,Petrol_pump_1km_ahead_15_jpg.rf.867bbac245a5578abda881f84dc279e0.jpg,small_distance_0.60|low_light_severe
train,Petrol_pump_1km_ahead_16_jpg.rf.8fd0ad82b63fed18853fca4e81b3eca1.jpg,low_light_moderate
train,Petrol_pump_1km_ahead_17_jpg.rf.a0d6066c12e0679d227292721468579d.jpg,small_distance_0.84|occlusion_moderate
train,Petrol_pump_1km_ahead_18_jpg.rf.4418bd136ee8b6051797df6dfd0021a6.jpg,clean
train,Petrol_pump_1km_ahead_19_jpg.rf.dc916b70dc9c77f85c57eb338a949b49.jpg,occlusion_moderate
train,Petrol_pump_1km_ahead_1_jpg.rf.1f3ad2dabc12c17edf1c1bb35f35a95f.jpg,fog_severe
train,Petrol_pump_1km_ahead_20_jpg.rf.e9703cc5ebeb4dba565537d77073200f.jpg,small_distance_0.62|rain_severe
train,Petrol_pump_1km_ahead_21_jpg.rf.f22cf5b99b82dd55da75bae8f96cfade.jpg,small_distance_0.72|occlusion_moderate
train,Petrol_pump_1km_ahead_22_jpg.rf.5bc351a407e12be74a570b17d7c92469.jpg,fog_mild
train,Petrol_pump_1km_ahead_23_jpg.rf.b377024f30c18e0fb4169a3901e9db6f.jpg,small_distance_0.56|low_light_mild
train,Petrol_pump_1km_ahead_24_jpg.rf.37a41ab237731edcb309bced20e1726e.jpg,small_distance_0.76
train,Petrol_pump_1km_ahead_25_jpg.rf.5613d3246c745b89d669e36a90079580.jpg,small_distance_0.66|rain_moderate
train,Petrol_pump_1km_ahead_26_jpg.rf.de32d0e4c40c0d0ae9c94f6effaa2dee.jpg,clean
train,Petrol_pump_1km_ahead_27_jpg.rf.13b8a85461be44634a8eb1e60eee9ab9.jpg,small_distance_0.75|rain_severe
train,Petrol_pump_1km_ahead_28_jpg.rf.32cc3bd21b12f0696a4fc4f2c9fcd1e7.jpg,glare_moderate
train,Petrol_pump_1km_ahead_29_jpg.rf.1993eb7c141f743ded387dd06daea7d3.jpg,rain_severe
train,Petrol_pump_1km_ahead_2_jpg.rf.1659673dab069184747579ce3ac59901.jpg,small_distance_0.85
train,Petrol_pump_1km_ahead_31_jpg.rf.38aba49e39b86854bc2f86a08e067f44.jpg,small_distance_0.83|rain_moderate
train,Petrol_pump_1km_ahead_32_jpg.rf.6c04e95102dc5faa70559e43eee3f2cb.jpg,small_distance_0.60|fog_mild
