split,class_id,class_name,image_width,image_height,box_width,box_height,box_area,box_area_ratio,box_aspect_ratio,size_category
train,1,Emergency Stopping,640,640,169.5,118.5,20085.75,0.0490374755859375,1.4303797468354431,Medium (1%-5%)
train,16,Side Road On Left,640,640,140.5,90.0,12645.0,0.03087158203125,1.5611111111111111,Medium (1%-5%)
train,13,School Ahead,640,640,101.5,75.5,7663.25,0.0187091064453125,1.3443708609271523,Medium (1%-5%)
train,11,Pedestrians Crossing,640,640,160.5,85.5,13722.75,0.0335028076171875,1.8771929824561404,Medium (1%-5%)
train,20,Speed Limit 40Km,640,640,208.5,169.0,35236.5,0.086026611328125,1.2337278106508875,Large (>5%)
train,20,Speed Limit 40Km,640,640,122.5,70.0,8575.0,0.02093505859375,1.75,Medium (1%-5%)
train,11,Pedestrians Crossing,640,640,109.5,62.0,6789.0,0.01657470703125,1.7661290322580645,Medium (1%-5%)
train,11,Pedestrians Crossing,640,640,49.5,101.0,4999.5,0.012205810546875,0.4900990099009901,Medium (1%-5%)
train,2,Emergency Stopping 250m,640,640,163.5,90.5,14796.75,0.0361248779296875,1.8066298342541436,Medium (1%-5%)
train,16,Side Road On Left,640,640,264.0,161.0,42504.0,0.10376953125,1.639751552795031,Large (>5%)
train,11,Pedestrians Crossing,640,640,86.5,75.5,6530.75,0.0159442138671875,1.1456953642384107,Medium (1%-5%)
train,0,Crossroads,640,640,161.5,87.5,14131.25,0.0345001220703125,1.8457142857142856,Medium (1%-5%)
train,8,No Overtaking,640,640,231.0,157.5,36382.5,0.088824462890625,1.4666666666666666,Large (>5%)
train,10,No Vehicle Entry,640,640,139.5,82.5,11508.75,0.0280975341796875,1.690909090909091,Medium (1%-5%)
train,15,Sharp Right Turn,640,640,127.5,70.5,8988.75,0.0219451904296875,1.8085106382978724,Medium (1%-5%)
train,9,No Pedestrians,640,640,261.0,179.5,46849.5,0.114378662109375,1.4540389972144847,Large (>5%)
train,12,Petrol Pump Ahead,640,640,94.0,60.5,5687.0,0.01388427734375,1.5537190082644627,Medium (1%-5%)
train,4,Height Limit 5.7m,640,640,108.5,66.0,7161.0,0.01748291015625,1.643939393939394,Medium (1%-5%)
train,11,Pedestrians Crossing,640,640,227.0,131.0,29737.0,0.07260009765625,1.7328244274809161,Large (>5%)
train,7,Mosque Ahead,640,640,167.0,134.5,22461.5,0.054837646484375,1.241635687732342,Large (>5%)
train,13,School Ahead,640,640,64.0,35.5,2272.0,0.005546875,1.8028169014084507,Small (<1%)
train,21,Speed Limit 80Km,640,640,402.5,231.5,93178.75,0.2274871826171875,1.7386609071274297,Large (>5%)
train,16,Side Road On Left,640,640,161.0,97.5,15697.5,0.038323974609375,1.6512820512820512,Medium (1%-5%)
train,17,Side Road On Right,640,640,315.0,172.0,54180.0,0.132275390625,1.8313953488372092,Large (>5%)
train,0,Crossroads,640,640,148.5,102.5,15221.25,0.0371612548828125,1.448780487804878,Medium (1%-5%)
train,16,Side Road On Left,640,640,73.0,47.5,3467.5,0.008465576171875,1.5368421052631578,Small (<1%)
train,7,Mosque Ahead,640,640,215.0,123.5,26552.5,0.064825439453125,1.7408906882591093,Large (>5%)
train,1,Emergency Stopping,640,640,478.5,271.0,129673.5,0.316585693359375,1.7656826568265682,Large (>5%)
train,0,Crossroads,640,640,125.5,96.0,12048.0,0.0294140625,1.3072916666666667,Medium (1%-5%)
train,16,Side Road On Left,640,640,169.5,175.0,29662.5,0.072418212890625,0.9685714285714285,Large (>5%)
train,21,Speed Limit 80Km,640,640,400.0,232.5,93000.0,0.22705078125,1.7204301075268817,Large (>5%)
train,18,Speed Breaker,640,640,135.0,94.0,12690.0,0.0309814453125,1.4361702127659575,Medium (1%-5%)
train,9,No Pedestrians,640,640,245.5,183.5,45049.25,0.1099835205078125,1.337874659400545,Large (>5%)
train,28,Underpass Ahead,640,640,171.0,105.5,18040.5,0.044044189453125,1.6208530805687205,Medium (1%-5%)
train,1,Emergency Stopping,640,640,220.5,139.5,30759.75,0.0750970458984375,1.5806451612903225,Large (>5%)
train,4,Height Limit 5.7m,640,640,400.5,425.5,170412.75,0.4160467529296875,0.9412455934195064,Large (>5%)
train,4,Height Limit 5.7m,640,640,146.5,94.5,13844.25,0.0337994384765625,1.5502645502645502,Medium (1%-5%)
train,17,Side Road On Right,640,640,109.5,58.0,6351.0,0.01550537109375,1.8879310344827587,Medium (1%-5%)
train,17,Side Road On Right,640,640,207.0,138.5,28669.5,0.069993896484375,1.4945848375451263,Large (>5%)
train,13,School Ahead,640,640,246.5,131.0,32291.5,0.078836669921875,1.881679389312977,Large (>5%)
train,17,Side Road On Right,640,640,370.5,227.5,84288.75,0.2057830810546875,1.6285714285714286,Large (>5%)
train,20,Speed Limit 40Km,640,640,94.5,67.0,6331.5,0.015457763671875,1.4104477611940298,Medium (1%-5%)
train,12,Petrol Pump Ahead,640,640,44.0,36.0,1584.0,0.0038671875,1.2222222222222223,Small (<1%)
train,27,U Turn,640,640,470.0,331.0,155570.0,0.3798095703125,1.4199395770392749,Large (>5%)
train,4,Height Limit 5.7m,640,640,447.0,266.5,119125.5,0.290833740234375,1.677298311444653,Large (>5%)
train,4,Height Limit 5.7m,640,640,334.5,256.0,85632.0,0.2090625,1.306640625,Large (>5%)
train,12,Petrol Pump Ahead,640,640,191.0,145.0,27695.0,0.06761474609375,1.3172413793103448,Large (>5%)
train,22,Tolls 1 km Ahead,640,640,149.0,84.5,12590.5,0.030738525390625,1.7633136094674555,Medium (1%-5%)
train,20,Speed Limit 40Km,640,640,430.5,313.0,134746.5,0.328970947265625,1.3753993610223643,Large (>5%)
train,4,Height Limit 5.7m,640,640,189.0,113.0,21357.0,0.05214111328125,1.6725663716814159,Large (>5%)
train,11,Pedestrians Crossing,640,640,117.0,79.5,9301.5,0.022708740234375,1.471698113207547,Medium (1%-5%)
train,4,Height Limit 5.7m,640,640,149.5,158.5,23695.75,0.0578509521484375,0.943217665615142,Large (>5%)
train,12,Petrol Pump Ahead,640,640,93.5,76.0,7106.0,0.0173486328125,1.230263157894737,Medium (1%-5%)
train,16,Side Road On Left,640,640,119.5,83.0,9918.5,0.024215087890625,1.4397590361445782,Medium (1%-5%)
train,0,Crossroads,640,640,212.0,143.0,30316.0,0.074013671875,1.4825174825174825,Large (>5%)
train,1,Emergency Stopping,640,640,30.5,16.5,503.25,0.0012286376953125,1.8484848484848484,Small (<1%)
train,17,Side Road On Right,640,640,523.0,312.5,163437.5,0.399017333984375,1.6736,Large (>5%)
train,11,Pedestrians Crossing,640,640,413.0,209.5,86523.5,0.211239013671875,1.9713603818615753,Large (>5%)
train,1,Emergency Stopping,640,640,129.0,73.5,9481.5,0.023148193359375,1.7551020408163265,Medium (1%-5%)
train,13,School Ahead,640,640,137.0,74.0,10138.0,0.0247509765625,1.8513513513513513,Medium (1%-5%)
train,8,No Overtaking,640,640,482.0,288.0,138816.0,0.33890625,1.6736111111111112,Large (>5%)
train,3,Give Way,640,640,87.0,113.5,9874.5,0.024107666015625,0.7665198237885462,Medium (1%-5%)
train,4,Height Limit 5.7m,640,640,347.0,217.5,75472.5,0.184259033203125,1.5954022988505747,Large (>5%)
train,7,Mosque Ahead,640,640,252.5,160.0,40400.0,0.0986328125,1.578125,Large (>5%)
train,8,No Overtaking,640,640,522.0,514.5,268569.0,0.65568603515625,1.0145772594752187,Large (>5%)
train,18,Speed Breaker,640,640,612.0,324.0,198288.0,0.4841015625,1.8888888888888888,Large (>5%)
train,17,Side Road On Right,640,640,220.0,114.5,25190.0,0.0614990234375,1.9213973799126638,Large (>5%)
train,13,School Ahead,640,640,162.0,90.0,14580.0,0.035595703125,1.8,Medium (1%-5%)
train,12,Petrol Pump Ahead,640,640,122.5,108.5,13291.25,0.0324493408203125,1.1290322580645162,Medium (1%-5%)
train,0,Crossroads,640,640,176.0,112.0,19712.0,0.048125,1.5714285714285714,Medium (1%-5%)
train,24,Traffic Merges From Left,640,640,587.5,436.0,256150.0,0.6253662109375,1.3474770642201834,Large (>5%)
train,15,Sharp Right Turn,640,640,159.0,84.5,13435.5,0.032801513671875,1.8816568047337279,Medium (1%-5%)
train,14,Sharp Left Turn,640,640,127.5,67.0,8542.5,0.020855712890625,1.9029850746268657,Medium (1%-5%)
train,8,No Overtaking,640,640,300.5,185.0,55592.5,0.135723876953125,1.6243243243243244,Large (>5%)
train,12,Petrol Pump Ahead,640,640,85.0,85.0,7225.0,0.01763916015625,1.0,Medium (1%-5%)
train,21,Speed Limit 80Km,640,640,255.5,144.5,36919.75,0.0901361083984375,1.768166089965398,Large (>5%)
train,4,Height Limit 5.7m,640,640,240.5,162.5,39081.25,0.0954132080078125,1.48,Large (>5%)
train,15,Sharp Right Turn,640,640,263.5,259.0,68246.5,0.166617431640625,1.0173745173745175,Large (>5%)
train,8,No Overtaking,640,640,402.5,246.0,99015.0,0.24173583984375,1.636178861788618,Large (>5%)
train,11,Pedestrians Crossing,640,640,65.5,39.5,2587.25,0.0063165283203125,1.6582278481012658,Small (<1%)
train,0,Crossroads,640,640,368.0,208.5,76728.0,0.18732421875,1.764988009592326,Large (>5%)
train,10,No Vehicle Entry,640,640,77.0,43.0,3311.0,0.00808349609375,1.7906976744186047,Small (<1%)
train,17,Side Road On Right,640,640,595.5,323.5,192644.25,0.4703228759765625,1.8408037094281298,Large (>5%)
train,15,Sharp Right Turn,640,640,441.0,219.5,96799.5,0.236326904296875,2.009111617312073,Large (>5%)
train,16,Side Road On Left,640,640,88.0,48.0,4224.0,0.0103125,1.8333333333333333,Medium (1%-5%)
train,14,Sharp Left Turn,640,640,128.0,67.5,8640.0,0.02109375,1.8962962962962964,Medium (1%-5%)
train,16,Side Road On Left,640,640,97.5,62.0,6045.0,0.01475830078125,1.5725806451612903,Medium (1%-5%)
train,12,Petrol Pump Ahead,640,640,120.0,108.0,12960.0,0.031640625,1.1111111111111112,Medium (1%-5%)
train,12,Petrol Pump Ahead,640,640,212.5,162.0,34425.0,0.08404541015625,1.3117283950617284,Large (>5%)
train,20,Speed Limit 40Km,640,640,148.5,98.5,14627.25,0.0357110595703125,1.5076142131979695,Medium (1%-5%)
train,11,Pedestrians Crossing,640,640,61.5,107.5,6611.25,0.0161407470703125,0.5720930232558139,Medium (1%-5%)
train,4,Height Limit 5.7m,640,640,135.0,87.0,11745.0,0.02867431640625,1.5517241379310345,Medium (1%-5%)
train,4,Height Limit 5.7m,640,640,193.5,123.5,23897.25,0.0583428955078125,1.5668016194331984,Large (>5%)
train,16,Side Road On Left,640,640,88.0,65.0,5720.0,0.01396484375,1.353846153846154,Medium (1%-5%)
train,11,Pedestrians Crossing,640,640,153.0,174.0,26622.0,0.0649951171875,0.8793103448275862,Large (>5%)
train,12,Petrol Pump Ahead,640,640,92.5,74.5,6891.25,0.0168243408203125,1.2416107382550337,Medium (1%-5%)
train,10,No Vehicle Entry,640,640,472.0,279.0,131688.0,0.32150390625,1.6917562724014337,Large (>5%)
train,2,Emergency Stopping 250m,640,640,228.5,131.0,29933.5,0.073079833984375,1.7442748091603053,Large (>5%)
train,0,Crossroads,640,640,140.5,90.0,12645.0,0.03087158203125,1.5611111111111111,Medium (1%-5%)
train,19,Speed Limit 20 km,640,640,303.0,178.0,53934.0,0.1316748046875,1.702247191011236,Large (>5%)
train,17,Side Road On Right,640,640,493.0,257.0,126701.0,0.30932861328125,1.9182879377431907,Large (>5%)
train,13,School Ahead,640,640,162.0,90.5,14661.0,0.03579345703125,1.7900552486187846,Medium (1%-5%)
train,7,Mosque Ahead,640,640,108.0,84.0,9072.0,0.0221484375,1.2857142857142858,Medium (1%-5%)
train,4,Height Limit 5.7m,640,640,136.0,81.0,11016.0,0.02689453125,1.6790123456790123,Medium (1%-5%)
train,7,Mosque Ahead,640,640,167.0,134.5,22461.5,0.054837646484375,1.241635687732342,Large (>5%)
train,20,Speed Limit 40Km,640,640,216.0,144.0,31104.0,0.0759375,1.5,Large (>5%)
train,2,Emergency Stopping 250m,640,640,97.5,54.5,5313.75,0.0129730224609375,1.7889908256880733,Medium (1%-5%)
train,16,Side Road On Left,640,640,50.5,32.0,1616.0,0.0039453125,1.578125,Small (<1%)
train,13,School Ahead,640,640,283.0,218.0,61694.0,0.1506201171875,1.298165137614679,Large (>5%)
train,8,No Overtaking,640,640,126.0,83.5,10521.0,0.02568603515625,1.5089820359281436,Medium (1%-5%)
train,4,Height Limit 5.7m,640,640,165.0,114.5,18892.5,0.046124267578125,1.4410480349344978,Medium (1%-5%)
train,8,No Overtaking,640,640,482.0,286.5,138093.0,0.33714111328125,1.682373472949389,Large (>5%)
train,22,Tolls 1 km Ahead,640,640,256.5,141.5,36294.75,0.0886102294921875,1.812720848056537,Large (>5%)
train,7,Mosque Ahead,640,640,75.0,60.0,4500.0,0.010986328125,1.25,Medium (1%-5%)
train,0,Crossroads,640,640,124.5,75.5,9399.75,0.0229486083984375,1.6490066225165563,Medium (1%-5%)
train,20,Speed Limit 40Km,640,640,243.0,139.0,33777.0,0.08246337890625,1.7482014388489209,Large (>5%)
train,3,Give Way,640,640,62.5,34.5,2156.25,0.0052642822265625,1.8115942028985508,Small (<1%)
train,0,Crossroads,640,640,82.0,55.0,4510.0,0.0110107421875,1.490909090909091,Medium (1%-5%)
train,0,Crossroads,640,640,417.0,261.0,108837.0,0.26571533203125,1.5977011494252873,Large (>5%)
train,16,Side Road On Left,640,640,181.5,122.5,22233.75,0.0542816162109375,1.4816326530612245,Large (>5%)
train,3,Give Way,640,640,69.5,50.0,3475.0,0.00848388671875,1.39,Small (<1%)
train,13,School Ahead,640,640,62.0,39.5,2449.0,0.00597900390625,1.5696202531645569,Small (<1%)
train,1,Emergency Stopping,640,640,299.5,183.0,54808.5,0.133809814453125,1.6366120218579234,Large (>5%)
train,16,Side Road On Left,640,640,102.5,61.5,6303.75,0.0153900146484375,1.6666666666666667,Medium (1%-5%)
train,4,Height Limit 5.7m,640,640,130.0,78.5,10205.0,0.02491455078125,1.6560509554140128,Medium (1%-5%)
train,12,Petrol Pump Ahead,640,640,157.0,126.5,19860.5,0.048487548828125,1.2411067193675889,Medium (1%-5%)
train,1,Emergency Stopping,640,640,134.5,76.0,10222.0,0.0249560546875,1.769736842105263,Medium (1%-5%)
train,20,Speed Limit 40Km,640,640,67.0,43.5,2914.5,0.007115478515625,1.5402298850574712,Small (<1%)
train,1,Emergency Stopping,640,640,284.5,158.0,44951.0,0.10974365234375,1.8006329113924051,Large (>5%)
train,4,Height Limit 5.7m,640,640,154.5,129.5,20007.75,0.0488470458984375,1.193050193050193,Medium (1%-5%)
train,8,No Overtaking,640,640,185.0,104.5,19332.5,0.047198486328125,1.770334928229665,Medium (1%-5%)
train,15,Sharp Right Turn,640,640,352.5,266.5,93941.25,0.2293487548828125,1.322701688555347,Large (>5%)
train,2,Emergency Stopping 250m,640,640,66.5,116.0,7714.0,0.0188330078125,0.5732758620689655,Medium (1%-5%)
train,9,No Pedestrians,640,640,262.0,179.5,47029.0,0.11481689453125,1.4596100278551531,Large (>5%)
train,16,Side Road On Left,640,640,212.5,130.5,27731.25,0.0677032470703125,1.628352490421456,Large (>5%)
train,1,Emergency Stopping,640,640,549.0,322.5,177052.5,0.432257080078125,1.7023255813953488,Large (>5%)
train,18,Speed Breaker,640,640,142.5,93.5,13323.75,0.0325286865234375,1.5240641711229947,Medium (1%-5%)
train,28,Underpass Ahead,640,640,130.0,84.5,10985.0,0.02681884765625,1.5384615384615385,Medium (1%-5%)
train,12,Petrol Pump Ahead,640,640,139.0,109.5,15220.5,0.037159423828125,1.269406392694064,Medium (1%-5%)
train,4,Height Limit 5.7m,640,640,114.5,65.0,7442.5,0.018170166015625,1.7615384615384615,Medium (1%-5%)
train,20,Speed Limit 40Km,640,640,29.5,24.5,722.75,0.0017645263671875,1.2040816326530612,Small (<1%)
train,16,Side Road On Left,640,640,232.0,142.5,33060.0,0.080712890625,1.6280701754385964,Large (>5%)
train,15,Sharp Right Turn,640,640,215.5,133.0,28661.5,0.069974365234375,1.6203007518796992,Large (>5%)
train,13,School Ahead,640,640,82.5,44.5,3671.25,0.0089630126953125,1.853932584269663,Small (<1%)
train,12,Petrol Pump Ahead,640,640,154.5,125.0,19312.5,0.047149658203125,1.236,Medium (1%-5%)
train,15,Sharp Right Turn,640,640,628.0,319.5,200646.0,0.4898583984375,1.9655712050078247,Large (>5%)
train,4,Height Limit 5.7m,640,640,209.0,131.0,27379.0,0.06684326171875,1.5954198473282444,Large (>5%)
train,0,Crossroads,640,640,59.5,46.0,2737.0,0.00668212890625,1.2934782608695652,Small (<1%)
train,11,Pedestrians Crossing,640,640,89.0,74.0,6586.0,0.0160791015625,1.2027027027027026,Medium (1%-5%)
train,7,Mosque Ahead,640,640,68.0,42.0,2856.0,0.00697265625,1.619047619047619,Small (<1%)
train,14,Sharp Left Turn,640,640,214.5,176.0,37752.0,0.09216796875,1.21875,Large (>5%)
train,1,Emergency Stopping,640,640,393.0,232.5,91372.5,0.223077392578125,1.6903225806451614,Large (>5%)
train,20,Speed Limit 40Km,640,640,107.5,150.5,16178.75,0.0394989013671875,0.7142857142857143,Medium (1%-5%)
train,17,Side Road On Right,640,640,61.0,41.0,2501.0,0.00610595703125,1.4878048780487805,Small (<1%)
train,16,Side Road On Left,640,640,122.5,89.0,10902.5,0.026617431640625,1.3764044943820224,Medium (1%-5%)
train,16,Side Road On Left,640,640,176.0,125.0,22000.0,0.0537109375,1.408,Large (>5%)
train,2,Emergency Stopping 250m,640,640,97.5,54.0,5265.0,0.01285400390625,1.8055555555555556,Medium (1%-5%)
train,20,Speed Limit 40Km,640,640,66.5,43.5,2892.75,0.0070623779296875,1.528735632183908,Small (<1%)
train,18,Speed Breaker,640,640,145.0,96.5,13992.5,0.034161376953125,1.5025906735751295,Medium (1%-5%)
train,17,Side Road On Right,640,640,152.0,86.5,13148.0,0.032099609375,1.7572254335260116,Medium (1%-5%)
train,23,Tolls Ahead,640,640,466.5,262.0,122223.0,0.29839599609375,1.7805343511450382,Large (>5%)
train,4,Height Limit 5.7m,640,640,283.5,158.5,44934.75,0.1097039794921875,1.7886435331230284,Large (>5%)
train,18,Speed Breaker,640,640,389.5,284.0,110618.0,0.2700634765625,1.3714788732394365,Large (>5%)
train,1,Emergency Stopping,640,640,480.0,263.0,126240.0,0.308203125,1.8250950570342206,Large (>5%)
train,17,Side Road On Right,640,640,381.0,196.0,74676.0,0.182314453125,1.9438775510204083,Large (>5%)
train,0,Crossroads,640,640,75.0,57.0,4275.0,0.01043701171875,1.3157894736842106,Medium (1%-5%)
train,17,Side Road On Right,640,640,522.5,311.0,162497.5,0.396722412109375,1.680064308681672,Large (>5%)
train,20,Speed Limit 40Km,640,640,471.0,309.5,145774.5,0.355894775390625,1.5218093699515347,Large (>5%)
train,25,Traffic Merges From Right,640,640,556.5,599.5,333621.75,0.8145062255859375,0.9282735613010842,Large (>5%)
train,20,Speed Limit 40Km,640,640,122.5,71.0,8697.5,0.021234130859375,1.7253521126760563,Medium (1%-5%)
train,17,Side Road On Right,640,640,502.0,281.0,141062.0,0.3443896484375,1.7864768683274022,Large (>5%)
train,23,Tolls Ahead,640,640,147.5,62.5,9218.75,0.0225067138671875,2.36,Medium (1%-5%)
train,1,Emergency Stopping,640,640,299.5,180.0,53910.0,0.1316162109375,1.663888888888889,Large (>5%)
train,4,Height Limit 5.7m,640,640,632.5,386.0,244145.0,0.59605712890625,1.63860103626943,Large (>5%)
train,20,Speed Limit 40Km,640,640,500.0,258.0,129000.0,0.31494140625,1.937984496124031,Large (>5%)
train,0,Crossroads,640,640,120.5,77.5,9338.75,0.0227996826171875,1.5548387096774194,Medium (1%-5%)
train,21,Speed Limit 80Km,640,640,72.5,41.5,3008.75,0.0073455810546875,1.7469879518072289,Small (<1%)
train,17,Side Road On Right,640,640,95.5,49.5,4727.25,0.0115411376953125,1.9292929292929293,Medium (1%-5%)
train,18,Speed Breaker,640,640,505.5,263.5,133199.25,0.3251934814453125,1.918406072106262,Large (>5%)
train,8,No Overtaking,640,640,481.5,293.0,141079.5,0.344432373046875,1.6433447098976108,Large (>5%)
train,16,Side Road On Left,640,640,88.0,55.5,4884.0,0.011923828125,1.5855855855855856,Medium (1%-5%)
train,8,No Overtaking,640,640,310.0,197.0,61070.0,0.1490966796875,1.5736040609137056,Large (>5%)
train,15,Sharp Right Turn,640,640,147.0,83.5,12274.5,0.029967041015625,1.7604790419161678,Medium (1%-5%)
train,16,Side Road On Left,640,640,80.0,51.0,4080.0,0.0099609375,1.5686274509803921,Small (<1%)
train,0,Crossroads,640,640,124.0,80.5,9982.0,0.0243701171875,1.5403726708074534,Medium (1%-5%)
train,17,Side Road On Right,640,640,222.0,115.0,25530.0,0.0623291015625,1.9304347826086956,Large (>5%)
train,7,Mosque Ahead,640,640,45.0,36.5,1642.5,0.004010009765625,1.2328767123287672,Small (<1%)
train,12,Petrol Pump Ahead,640,640,83.5,56.0,4676.0,0.011416015625,1.4910714285714286,Medium (1%-5%)
train,17,Side Road On Right,640,640,402.5,214.0,86135.0,0.21029052734375,1.8808411214953271,Large (>5%)
train,17,Side Road On Right,640,640,468.0,311.0,145548.0,0.355341796875,1.504823151125402,Large (>5%)
train,16,Side Road On Left,640,640,289.0,195.0,56355.0,0.13758544921875,1.4820512820512821,Large (>5%)
train,16,Side Road On Left,640,640,233.0,144.0,33552.0,0.0819140625,1.6180555555555556,Large (>5%)
train,2,Emergency Stopping 250m,640,640,160.0,92.0,14720.0,0.0359375,1.7391304347826086,Medium (1%-5%)
train,11,Pedestrians Crossing,640,640,119.0,100.0,11900.0,0.029052734375,1.19,Medium (1%-5%)
train,20,Speed Limit 40Km,640,640,84.0,55.0,4620.0,0.011279296875,1.5272727272727273,Medium (1%-5%)
train,4,Height Limit 5.7m,640,640,201.0,117.5,23617.5,0.057659912109375,1.7106382978723405,Large (>5%)
train,14,Sharp Left Turn,640,640,211.5,133.0,28129.5,0.068675537109375,1.5902255639097744,Large (>5%)
train,1,Emergency Stopping,640,640,291.0,165.0,48015.0,0.11722412109375,1.7636363636363637,Large (>5%)
train,8,No Overtaking,640,640,464.0,301.5,139896.0,0.34154296875,1.5389718076285241,Large (>5%)
train,11,Pedestrians Crossing,640,640,214.5,190.0,40755.0,0.09949951171875,1.1289473684210527,Large (>5%)
train,0,Crossroads,640,640,292.5,194.0,56745.0,0.13853759765625,1.5077319587628866,Large (>5%)
train,21,Speed Limit 80Km,640,640,455.5,254.5,115924.75,0.2830194091796875,1.7897838899803535,Large (>5%)
train,14,Sharp Left Turn,640,640,394.5,207.5,81858.75,0.1998504638671875,1.9012048192771085,Large (>5%)
train,16,Side Road On Left,640,640,85.0,56.0,4760.0,0.01162109375,1.5178571428571428,Medium (1%-5%)
train,13,School Ahead,640,640,261.0,143.0,37323.0,0.09112060546875,1.8251748251748252,Large (>5%)
train,13,School Ahead,640,640,512.5,291.0,149137.5,0.364105224609375,1.761168384879725,Large (>5%)
train,25,Traffic Merges From Right,640,640,163.0,91.5,14914.5,0.036412353515625,1.7814207650273224,Medium (1%-5%)
train,7,Mosque Ahead,640,640,81.5,60.0,4890.0,0.0119384765625,1.3583333333333334,Medium (1%-5%)
train,7,Mosque Ahead,640,640,158.0,89.5,14141.0,0.03452392578125,1.76536312849162,Medium (1%-5%)
train,18,Speed Breaker,640,640,120.5,81.0,9760.5,0.023829345703125,1.4876543209876543,Medium (1%-5%)
train,20,Speed Limit 40Km,640,640,111.5,68.5,7637.75,0.0186468505859375,1.6277372262773722,Medium (1%-5%)
train,3,Give Way,640,640,128.5,127.0,16319.5,0.039842529296875,1.0118110236220472,Medium (1%-5%)
train,4,Height Limit 5.7m,640,640,263.5,154.5,40710.75,0.0993914794921875,1.7055016181229774,Large (>5%)
train,17,Side Road On Right,640,640,166.0,89.5,14857.0,0.03627197265625,1.8547486033519553,Medium (1%-5%)
train,4,Height Limit 5.7m,640,640,97.0,62.5,6062.5,0.014801025390625,1.552,Medium (1%-5%)
train,15,Sharp Right Turn,640,640,338.0,220.0,74360.0,0.18154296875,1.5363636363636364,Large (>5%)
train,20,Speed Limit 40Km,640,640,154.5,100.5,15527.25,0.0379083251953125,1.537313432835821,Medium (1%-5%)
train,12,Petrol Pump Ahead,640,640,98.5,107.0,10539.5,0.025731201171875,0.9205607476635514,Medium (1%-5%)
train,17,Side Road On Right,640,640,336.0,173.5,58296.0,0.14232421875,1.936599423631124,Large (>5%)
train,0,Crossroads,640,640,122.0,96.5,11773.0,0.02874267578125,1.2642487046632125,Medium (1%-5%)
train,21,Speed Limit 80Km,640,640,432.5,243.0,105097.5,0.256585693359375,1.7798353909465021,Large (>5%)
train,20,Speed Limit 40Km,640,640,89.0,64.0,5696.0,0.01390625,1.390625,Medium (1%-5%)
train,16,Side Road On Left,640,640,232.5,142.5,33131.25,0.0808868408203125,1.631578947368421,Large (>5%)
train,12,Petrol Pump Ahead,640,640,52.0,42.0,2184.0,0.00533203125,1.2380952380952381,Small (<1%)
train,21,Speed Limit 80Km,640,640,192.5,108.5,20886.25,0.0509918212890625,1.7741935483870968,Large (>5%)
train,16,Side Road On Left,640,640,85.5,52.0,4446.0,0.0108544921875,1.6442307692307692,Medium (1%-5%)
train,4,Height Limit 5.7m,640,640,214.0,142.0,30388.0,0.074189453125,1.5070422535211268,Large (>5%)
train,13,School Ahead,640,640,607.0,338.5,205469.5,0.501634521484375,1.793205317577548,Large (>5%)
train,21,Speed Limit 80Km,640,640,271.0,176.0,47696.0,0.1164453125,1.5397727272727273,Large (>5%)
train,15,Sharp Right Turn,640,640,215.5,135.0,29092.5,0.071026611328125,1.5962962962962963,Large (>5%)
train,10,No Vehicle Entry,640,640,384.0,214.0,82176.0,0.200625,1.794392523364486,Large (>5%)
train,7,Mosque Ahead,640,640,72.5,53.0,3842.5,0.009381103515625,1.3679245283018868,Small (<1%)
train,21,Speed Limit 80Km,640,640,177.0,99.5,17611.5,0.042996826171875,1.778894472361809,Medium (1%-5%)
train,8,No Overtaking,640,640,402.5,246.0,99015.0,0.24173583984375,1.636178861788618,Large (>5%)
train,14,Sharp Left Turn,640,640,216.5,175.5,37995.75,0.0927630615234375,1.2336182336182335,Large (>5%)
train,17,Side Road On Right,640,640,424.0,257.0,108968.0,0.26603515625,1.649805447470817,Large (>5%)
train,0,Crossroads,640,640,49.5,32.5,1608.75,0.0039276123046875,1.523076923076923,Small (<1%)
train,17,Side Road On Right,640,640,87.0,44.5,3871.5,0.009451904296875,1.9550561797752808,Small (<1%)
train,17,Side Road On Right,640,640,226.0,116.5,26329.0,0.06427978515625,1.9399141630901287,Large (>5%)
train,18,Speed Breaker,640,640,99.0,66.0,6534.0,0.0159521484375,1.5,Medium (1%-5%)
train,4,Height Limit 5.7m,640,640,432.0,251.0,108432.0,0.2647265625,1.7211155378486056,Large (>5%)
train,17,Side Road On Right,640,640,160.0,86.0,13760.0,0.03359375,1.8604651162790697,Medium (1%-5%)
train,20,Speed Limit 40Km,640,640,154.0,105.5,16247.0,0.03966552734375,1.4597156398104265,Medium (1%-5%)
train,1,Emergency Stopping,640,640,189.5,111.0,21034.5,0.051353759765625,1.7072072072072073,Large (>5%)
train,0,Crossroads,640,640,139.5,87.0,12136.5,0.029630126953125,1.603448275862069,Medium (1%-5%)
train,21,Speed Limit 80Km,640,640,489.5,274.0,134123.0,0.32744873046875,1.7864963503649636,Large (>5%)
train,26,Truck Lane,640,640,419.5,448.5,188145.75,0.4593402099609375,0.935340022296544,Large (>5%)
train,11,Pedestrians Crossing,640,640,117.5,100.5,11808.75,0.0288299560546875,1.1691542288557213,Medium (1%-5%)
train,12,Petrol Pump Ahead,640,640,92.5,60.5,5596.25,0.0136627197265625,1.5289256198347108,Medium (1%-5%)
